movie_title;imdb_score;movie_facebook_likes
Of Gods and Men;7.2;0
Bottle Shock;6.8;0
Jekyll and Hyde... Together Again;6.2;323
Heavenly Creatures;7.4;0
90 Minutes in Heaven;4.6;0
Everything Must Go;6.4;0
Zero Effect;7.0;507
The Machinist;7.7;21000
Light Sleeper;6.8;247
Kill the Messenger;7.0;13000
Rabbit Hole;7.0;0
Party Monster;6.3;0
Green Room;7.1;10000
The Oh in Ohio;5.6;255
Atlas Shrugged: Who Is John Galt?;4.4;0
Bottle Rocket;7.1;0
Albino Alligator;6.1;225
Gandhi, My Father;7.4;133
Standard Operating Procedure;7.5;489
Out of the Blue;7.2;274
Tucker and Dale vs Evil;7.6;49000
Lovely, Still;7.3;777
Tycoon;6.2;44
Desert Blue;6.2;69
Decoys;4.6;174
The Visit;6.2;27000
Redacted;6.2;559
Fascination;3.3;40
Saving Grace;7.5;634
Area 51;4.2;0
Sleep Tight;7.2;0
The Cottage;6.2;639
Dead Like Me: Life After Death;6.1;887
Farce of the Penguins;4.2;419
Flying By;4.5;38
Psych;8.4;0
Rudderless;7.5;0
Henry & Me;6.7;165
Christmas Eve;5.1;0
We Have Your Husband;5.5;58
Dying of the Light;4.4;0
Born of War;4.4;190
Capricorn One;6.8;2000
Should've Been Romeo;6.7;35
Running Forever;8.6;49
Yoga Hosers;4.8;0
Navy Seals vs. Zombies;3.4;0
I Served the King of England;7.4;1000
Soul Kitchen;7.3;0
Sling Blade;8.0;0
The Awakening;6.5;10000
Hostel;5.9;0
Tristram Shandy: A Cock and Bull Story;6.8;750
Take Shelter;7.4;14000
Lady in White;6.7;0
Driving Lessons;6.8;864
Let's Kill Ward's Wife;5.4;0
The Texas Chainsaw Massacre 2;5.5;0
Pat Garrett & Billy the Kid;7.4;0
Only God Forgives;5.7;30000
Camping sauvage;5.4;11
Without Men;3.2;491
Barfi;7.1;2
Dear Frankie;7.8;2000
All Hat;5.3;31
The Names of Love;7.2;0
Treading Water;6.2;199
Savage Grace;5.9;0
Out of the Blue;7.3;285
Police Academy;6.7;0
The Blue Lagoon;5.7;0
Four Weddings and a Funeral;7.1;0
Fast Times at Ridgemont High;7.2;0
Moby Dick;7.4;0
25th Hour;7.7;0
Secrets and Lies;7.7;2000
Bound;7.4;2000
Requiem for a Dream;8.4;38000
State Fair;7.1;501
Tango;7.2;539
Salvador;7.5;1000
Moms' Night Out;5.4;0
Donnie Darko;8.1;33000
Saving Private Perez;6.0;0
Character;7.8;689
Spun;6.8;3000
Life During Wartime;6.5;0
Lady Vengeance;7.7;4000
Mozart's Sister;6.4;0
Mean Machine;6.5;0
Exiled;7.3;528
Blackthorn;6.6;0
Lilya 4-Ever;7.9;0
After.Life;5.9;7000
Fugly;4.7;62
One Flew Over the Cuckoo's Nest;8.7;32000
R.L. Stine's Monsterville: The Cabinet of Souls;5.9;224
Silent Movie;6.7;629
Airlift;8.5;10000
Anne of Green Gables;8.4;0
Falcon Rising;5.8;0
The Sweeney;6.1;0
Sexy Beast;7.3;0
Easy Money;6.7;0
Whale Rider;7.6;0
Paa;7.2;504
Cargo;6.2;2000
Pan;5.8;24000
High School Musical;5.2;0
Animal Kingdom;8.1;0
Love and Death on Long Island;7.1;61
Night Watch;6.5;0
The Crying Game;7.3;0
Porky's;6.2;0
Survival of the Dead;5.0;0
Night of the Living Dead;8.0;0
Lost in Translation;7.8;17000
Annie Hall;8.1;0
The Greatest Show on Earth;6.7;625
Exodus: Gods and Kings;6.1;51000
Monster's Ball;7.1;0
Maggie;5.6;22000
Leaving Las Vegas;7.6;0
Hansel & Gretel Get Baked;4.3;0
The Return of the Living Dead;7.3;0
The Front Page;7.3;661
The Boy Next Door;4.6;8000
Trapeze;6.8;283
Saving Grace;7.5;634
The Kids Are All Right;7.1;16000
They Live;7.3;27000
The Great Escape;8.3;8000
What the #$*! Do We (K)now!?;5.4;2000
The Last Exorcism Part II;4.0;0
Boyhood;8.0;92000
Scoop;6.7;0
Planet of the Apes;5.7;0
The Wash;4.6;842
3 Strikes;4.0;118
The Cooler;7.0;762
The Misfits;7.4;0
The Night Listener;5.9;576
The Jerky Boys;4.6;138
My Soul to Take;4.8;0
The Orphanage;7.5;11000
A Haunted House 2;4.7;0
The Rules of Attraction;6.7;0
Topaz;6.3;414
Let's Go to Prison;6.0;931
Four Rooms;6.7;0
Secretary;7.1;15000
The Real Cancun;2.7;131
Talk Radio;7.3;816
Waiting for Guffman;7.6;0
Love Stinks;5.8;309
You Kill Me;6.5;830
Thumbsucker;6.6;708
Red State;6.2;16000
Mirrormask;6.9;0
Samsara;8.5;26000
The Barbarians;4.8;550
The Art of Getting By;6.6;0
Zipper;5.7;987
Poolhall Junkies;7.0;872
The Loss of Sexual Innocence;5.4;111
Holy Motors;7.1;12000
Joe;6.9;11000
Shooting Fish;6.6;167
Prison;5.9;314
Psycho Beach Party;6.3;614
The Big Tease;6.3;182
Buen Día, Ramón;7.7;0
Trust;7.0;10000
An Everlasting Piece;6.3;132
Among Giants;5.9;108
Adore;6.2;0
The Velocity of Gary;5.0;98
Mondays in the Sun;7.7;0
Stake Land;6.5;0
Sonny with a Chance;6.1;325
The Last Time I Committed Suicide;5.8;161
Futuro Beach;6.1;278
Another Happy Day;6.0;798
A Lonely Place to Die;6.3;0
Nothing;6.3;688
The Geographer Drank His Globe Away;7.5;282
1776;7.6;0
Inescapable;5.2;657
Hell's Angels;7.8;279
Purple Violets;6.6;296
The Veil;4.7;0
The Loved Ones;6.7;0
No Vacancy;4.2;531
How to Fall in Love;6.3;170
The Perfect Wave;4.7;365
Ben-Hur;6.0;0
A Man for All Seasons;7.9;2000
Network;8.1;17000
Gone with the Wind;8.2;16000
Desert Dancer;6.0;0
Major Dundee;6.8;251
Down for Life;7.3;237
Annie Get Your Gun;7.0;456
Four Lions;7.3;17000
House of Sand;7.5;385
Defendor;6.8;0
The Pirate;7.1;359
The Good Heart;6.9;0
The History Boys;6.9;0
Unknown;6.9;29000
M*A*S*H;8.4;0
Midnight Cowboy;7.9;0
The Full Monty;7.2;0
Airplane!;7.8;16000
Chain of Command;3.5;358
Friday;7.3;8000
Menace II Society;7.5;0
Empire;7.8;14000
Creepshow 2;6.0;1000
The Ballad of Cable Hogue;7.3;357
In Cold Blood;8.0;0
The Nun's Story;7.6;930
Harper;7.0;470
Frenzy;7.5;0
The Witch;6.8;43000
I Got the Hook Up;3.9;280
She's the One;6.1;453
Gods and Monsters;7.5;0
The Secret in Their Eyes;8.2;33000
Day of the Dead;7.2;3000
Train;4.8;804
Evil Dead II;7.8;0
Pootie Tang;5.2;0
Sharknado;3.3;93000
La otra conquista;6.8;140
Trollhunter;7.0;38000
Ira & Abby;6.5;360
The Watch;5.7;15000
Winter Passing;6.4;414
D.E.B.S.;5.3;1000
The Masked Saint;4.7;0
The Betrayed;6.1;127
Taxman;5.5;18
The Secret;7.3;405
2:13;4.8;211
Batman: The Dark Knight Returns, Part 2;8.4;5000
Time to Choose;7.0;121
In the Name of the King: The Last Job;3.3;721
Wicked Blood;5.4;482
Dawn Patrol;4.8;570
Lords of London;3.1;606
High Anxiety;6.7;0
March of the Penguins;7.6;0
Margin Call;7.1;21000
August;6.1;224
Choke;6.5;0
Whiplash;8.5;129000
City of God;8.7;28000
Human Traffic;7.1;0
Day One;6.6;0
The Dead Girl;6.7;799
The Hunt;8.3;60000
A Christmas Story;8.1;18000
Bella;7.4;0
Class of 1984;6.6;934
The Opposite Sex;4.5;0
Dreaming of Joseph Lees;6.4;100
The Class;7.5;0
Rosemary's Baby;8.0;13000
The Man Who Shot Liberty Valance;8.1;0
Adam;7.2;0
Maria Full of Grace;7.5;0
Beginners;7.2;15000
Feast;6.4;0
Animal House;7.6;0
Goldfinger;7.8;0
Antiviral;5.7;0
It's a Wonderful Life;8.6;41000
Trainspotting;8.2;21000
The Original Kings of Comedy;6.6;290
Paranormal Activity 2;5.7;14000
Waking Ned Devine;7.4;0
Bowling for Columbine;8.0;4000
Coming Home;7.3;0
A Nightmare on Elm Street 2: Freddy's Revenge;5.4;0
A Room with a View;7.4;0
The Purge;5.7;31000
Sinister;6.8;58000
Martin Lawrence Live: Runteldat;5.4;63
Cat on a Hot Tin Roof;8.1;0
Beneath the Planet of the Apes;6.1;0
Air Bud;5.1;902
Pokémon 3: The Movie;5.6;38
Jason Lives: Friday the 13th Part VI;5.9;0
The Bridge on the River Kwai;8.2;0
Spaced Invaders;5.3;710
Family Plot;6.8;609
The Apartment;8.3;0
Jason Goes to Hell: The Final Friday;4.3;949
Torn Curtain;6.7;933
Dave Chappelle's Block Party;7.2;635
Slow West;6.9;0
Krush Groove;6.6;889
Next Day Air;5.9;545
Elmer Gantry;7.9;808
Judgment at Nuremberg;8.3;0
Trippin';5.2;143
Robot Chicken;7.8;1000
Red River;7.8;0
Phat Girlz;3.0;837
Before Midnight;7.9;62000
Teen Wolf Too;3.2;491
Phantasm II;6.5;812
Woman Thou Art Loosed;6.9;187
Real Women Have Curves;7.0;595
Deadline Gallipoli;7.4;367
Water;7.8;0
East Is East;6.9;1000
Whipped;4.4;131
Kama Sutra: A Tale of Love;6.0;0
Please Give;6.6;0
Willy Wonka & the Chocolate Factory;7.8;0
Warlock: The Armageddon;5.3;217
8 Heads in a Duffel Bag;5.3;417
Days of Heaven;8.0;0
Thirteen Conversations About One Thing;7.1;430
Jawbreaker;5.4;0
Basquiat;6.9;0
Frances Ha;7.4;11000
Tsotsi;7.3;0
Happiness;7.8;0
DysFunktional Family;6.6;26
Tusk;5.4;20000
Oldboy;8.4;43000
Letters to God;6.3;0
Hobo with a Shotgun;6.1;37000
Compadres;5.0;174
Freeway;6.9;0
Love's Abiding Joy;7.2;76
Fish Tank;7.3;0
Damsels in Distress;5.7;0
Creature;5.0;518
Bachelorette;5.3;0
BrainDead;7.9;3000
Brave New Girl;5.0;47
Tim and Eric's Billion Dollar Movie;5.3;0
The Gambler;6.0;0
The Grand;7.6;450
Summer Storm;7.4;442
Fort McCoy;5.9;348
Chain Letter;4.1;0
Just Looking;6.7;117
The Divide;5.8;0
The Eclipse;6.2;580
Demonic;5.3;0
My Big Fat Independent Movie;3.3;48
Alice in Wonderland;6.5;24000
The Deported;6.2;54
Tanner Hall;5.9;448
Open Road;5.5;433
They Came Together;5.5;0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo;2.6;2000
Never Back Down 2: The Beatdown;5.8;6000
Point Blank;7.4;3000
Four Single Fathers;5.1;32
Enter the Dangerous Mind;5.2;406
Something Wicked;4.8;395
AWOL-72;3.9;398
Iguana;6.2;37
Cinderella;7.0;56000
Chicago Overcoat;6.2;229
Barry Munday;5.9;480
Central Station;8.0;0
Pocketful of Miracles;7.3;612
Close Range;4.9;968
Boynton Beach Club;6.5;88
Amnesiac;4.3;421
Freakonomics;6.4;0
The Omen;7.6;7000
High Tension;6.8;0
Griff the Invisible;6.1;0
Unnatural;4.0;369
Hustle & Flow;7.4;0
Some Like It Hot;8.3;10000
Friday the 13th Part VII: The New Blood;5.3;0
The Wizard of Oz;8.1;14000
Young Frankenstein;8.0;14000
Diary of the Dead;5.7;0
Lage Raho Munna Bhai;8.2;349
Ulee's Gold;7.1;381
The Black Stallion;7.4;0
Sardaar Ji;6.6;50
Journey to Saturn;5.7;77
Donovan's Reef;6.9;573
The Dress;7.0;121
A Guy Named Joe;7.0;116
Blazing Saddles;7.8;12000
Friday the 13th: The Final Chapter;5.9;0
Ida;7.4;17000
Maurice;7.8;963
Beer League;6.0;323
The Astronaut's Wife;5.3;1000
Riding Giants;7.9;0
Timecrimes;7.2;0
Silver Medallist;7.4;30
Timber Falls;5.3;254
Singin' in the Rain;8.3;0
Fat, Sick & Nearly Dead;7.6;10000
A Haunted House;5.1;0
2016: Obama's America;5.1;0
Halloween II;4.9;3000
That Thing You Do!;6.9;0
Halloween III: Season of the Witch;4.6;0
Escape from the Planet of the Apes;6.3;819
Hud;7.9;1000
Kevin Hart: Let Me Explain;6.7;0
My Own Private Idaho;7.1;0
Garden State;7.6;0
Before Sunrise;8.1;22000
Sur le seuil;6.6;39
Jesus' Son;7.0;500
Saving Face;7.6;774
Brick Lane;6.7;430
Robot & Frank;7.1;13000
My Life Without Me;7.6;0
The Spectacular Now;7.1;10000
Marilyn Hotchkiss' Ballroom Dancing and Charm School;7.1;16
Religulous;7.7;24000
Fuel;7.6;588
Valley of the Heart's Delight;6.6;144
Dodgeball: A True Underdog Story;6.7;0
Eye of the Dolphin;5.7;140
8: The Mormon Proposition;7.1;0
The Other End of the Line;6.2;0
Anatomy;6.1;560
Sleep Dealer;5.9;0
Super;6.8;19000
Christmas Mail;5.8;190
Stung;5.0;0
Antibirth;6.3;89
Get on the Bus;6.8;352
Thr3e;5.1;250
Idiocracy;6.6;79000
The Rise of the Krays;5.0;0
This Is England;7.7;11000
Alien Uprising;3.1;0
Bathing Beauty;6.5;144
Go for It!;3.9;566
Dancer, Texas Pop. 81;6.8;500
Show Boat;7.0;438
Redemption Road;5.9;279
The Calling;5.8;0
The Brave Little Toaster;7.3;0
Fantasia;7.8;3000
The French Connection;7.8;0
8 Days;6.9;224
Friday the 13th Part III;5.7;0
Friday the 13th: A New Beginning;4.7;1000
The Last Sin Eater;5.9;285
Do You Believe?;5.9;13000
Impact Point;4.3;77
The Valley of Decision;7.5;68
Eden;4.8;452
Chicken Tikka Masala;5.8;172
Always Woodstock;5.3;107
Jack Brooks: Monster Slayer;6.0;870
The Best Years of Our Lives;8.1;0
Bully;7.0;0
Elling;7.6;0
Mi America;7.2;305
[Rec];7.5;15000
Lies in Plain Sight;6.3;162
Sharkskin;6.7;14
Containment;4.8;275
The Timber;5.5;380
From Russia with Love;7.5;0
The Toxic Avenger Part II;5.1;321
In the Heat of the Night;7.4;763
Sleeper;7.3;0
It Follows;6.9;45000
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask;6.8;0
To Kill a Mockingbird;8.4;15000
Mad Max 2: The Road Warrior;7.6;0
The Legend of Drunken Master;7.6;0
Lolita;7.7;0
Boys Don't Cry;7.6;0
Silent House;5.3;0
The Lives of Others;8.5;39000
Courageous;7.0;10000
The Hustler;8.0;0
Boom Town;7.1;236
The Triplets of Belleville;7.8;0
Smoke Signals;7.2;0
American Splendor;7.5;0
Before Sunset;8.0;13000
Amores Perros;8.1;11000
Thirteen;6.8;0
Gentleman's Agreement;7.4;0
Winter's Bone;7.2;20000
Touching the Void;8.1;0
Alexander's Ragtime Band;7.0;60
Me and You and Everyone We Know;7.4;0
Inside Job;8.3;63000
We Are Your Friends;6.1;0
Ghost Dog: The Way of the Samurai;7.5;0
Harsh Times;7.0;0
Captive;5.3;0
Full Frontal;4.7;134
Witchboard;5.7;0
Strangers with Candy;8.1;558
Hamlet;7.8;0
Shortbus;6.5;0
Waltz with Bashir;8.0;0
The Book of Mormon Movie, Volume 1: The Journey;3.3;32
No End in Sight;8.3;0
The Diary of a Teenage Girl;6.9;0
Get Real;7.3;43
In the Shadow of the Moon;8.1;0
Meek's Cutoff;6.5;0
Inside Deep Throat;6.8;592
Dinner Rush;7.3;495
Clockwatchers;6.4;166
The Virginity Hit;4.6;974
Subway;6.5;739
House of D;7.0;857
Teeth;5.4;17000
Six-String Samurai;6.7;0
Hum To Mohabbat Karega;2.8;10
It's All Gone Pete Tong;7.4;0
Saint John of Las Vegas;5.8;407
24 7: Twenty Four Seven;7.1;224
Stonewall;4.5;0
Eureka;7.9;3000
Roadside Romeo;5.3;39
This Thing of Ours;5.4;61
The Lost Medallion: The Adventures of Billy Stone;4.8;715
The Last Five Years;5.9;0
The Missing Person;6.2;195
Return of the Living Dead III;5.9;810
London;6.6;0
Sherrybaby;6.6;474
Stealing Harvard;5.1;215
Circle;6.0;0
Eden Lake;6.8;0
Plush;5.4;604
Vampire Killers;5.2;0
Gangster's Paradise: Jerusalema;7.8;1000
Freeze Frame;6.4;205
Grave Encounters;6.1;0
Stitches;5.7;0
Nine Dead;5.5;0
To Be Frank, Sinatra at 100;7.4;0
Bananas;7.1;0
Supercapitalist;3.9;115
Rockaway;4.6;44
Wings;7.3;1000
The Lady from Shanghai;7.7;0
No Man's Land: The Rise of Reeker;4.9;153
Highway;6.3;912
Small Apartments;6.1;0
Coffee Town;6.6;0
The Ghastly Love of Johnny X;5.7;655
All Is Bright;5.6;825
The Torture Chamber of Dr. Sadism;6.0;200
Straight A's;5.7;0
A Funny Thing Happened on the Way to the Forum;7.0;805
Slacker Uprising;5.3;69
The Legend of Hell's Gate: An American Conspiracy;4.4;651
The Walking Deceased;3.4;0
The Curse of Downers Grove;4.5;0
Shark Lake;3.4;728
River's Edge;7.1;0
Northfork;6.4;298
The Marine 4: Moving Target;5.2;620
Buried;7.0;24000
Submarine;7.3;17000
The Square;8.1;0
One to Another;5.8;104
Carrie;5.9;39000
ABCD (Any Body Can Dance);6.4;1000
A Nightmare on Elm Street;7.5;10000
Man on Wire;7.8;0
Abandoned;6.3;213
Brotherly Love;7.2;1000
The Last Exorcism;5.6;0
Nowhere Boy;7.2;10000
A Streetcar Named Desire;8.0;5000
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;8.5;18000
El crimen del padre Amaro;6.8;544
Beasts of the Southern Wild;7.3;31000
Battle for the Planet of the Apes;5.5;511
Songcatcher;7.3;0
Higher Ground;6.3;952
Vaalu;5.1;82
The Greatest Movie Ever Sold;6.6;0
Ed and His Dead Mother;6.1;266
Travelers and Magicians;7.5;353
Hang 'Em High;7.0;0
Deadline - U.S.A.;7.2;169
Sublime;5.3;368
A Beginner's Guide to Snuff;8.7;8
Independence Daysaster;3.4;566
Dysfunctional Friends;5.4;569
Run Lola Run;7.8;0
May;6.7;0
Against the Wild;4.7;326
Living Dark: The Story of Ted the Caver;6.3;73
Under the Same Moon;7.4;0
Conquest of the Planet of the Apes;6.1;794
In the Bedroom;7.5;951
I Spit on Your Grave;6.3;17000
Happy, Texas;6.3;374
My Summer of Love;6.8;869
The Lunchbox;7.8;16000
Yes;6.9;305
You Can't Take It with You;8.0;0
From Here to Eternity;7.8;0
She Wore a Yellow Ribbon;7.4;721
Grace Unplugged;6.1;0
Foolish;4.3;43
N-Secure;3.5;588
Caramel;7.2;0
Out of the Dark;4.7;844
The Bubble;7.3;0
The Conversation;7.9;6000
Dil Jo Bhi Kahey...;5.1;9
Mississippi Mermaid;7.2;278
I Love Your Work;5.4;63
Cabin Fever;3.7;2000
Dawn of the Dead;7.4;7000
Waitress;7.1;0
Bloodsport;6.8;0
Mr. Smith Goes to Washington;8.2;0
Kids;7.0;0
The Squid and the Whale;7.4;0
Kissing Jessica Stein;6.7;682
A Woman, a Gun and a Noodle Shop;5.7;784
Kickboxer: Vengeance;9.1;0
Spellbound;7.6;0
Exotica;7.2;619
Buffalo '66;7.5;0
Insidious;6.8;60000
Repo Man;6.9;0
Nine Queens;7.9;0
The Gatekeepers;7.6;0
The Ballad of Jack and Rose;6.7;608
The To Do List;5.8;0
Killing Zoe;6.5;853
The Believer;7.2;0
Snow Angels;6.9;415
Unsullied;5.5;307
Session 9;6.5;0
I Want Someone to Eat Cheese With;6.2;0
Mooz-Lum;6.7;0
Hatchet;5.7;0
Modern Times;8.6;0
Stolen Summer;6.5;304
My Name Is Bruce;6.3;0
The Salon;4.3;68
Road Hard;6.1;212
Forty Shades of Blue;6.0;216
Amigo;5.8;594
Pontypool;6.7;0
Trucker;6.7;371
Me You and Five Bucks;7.6;132
The Lords of Salem;5.1;15000
Housebound;6.8;10000
Wal-Mart: The High Cost of Low Price;6.8;0
Fetching Cody;6.8;193
Once Upon a Time in Queens;6.3;283
Closer to the Moon;7.1;0
Mutant World;2.8;236
Growing Up Smith;8.2;232
Checkmate;3.1;402
Jack Reacher;7.0;38000
#Horror;3.3;750
Wind Walkers;3.6;135
Snow White and the Seven Dwarfs;7.7;0
The Holy Girl;6.7;57
Shalako;5.5;209
Incident at Loch Ness;6.6;400
The Dog Lover;4.8;724
Girl House;5.5;969
The Blue Room;6.3;389
House at the End of the Drive;6.9;223
Batman: The Movie;6.5;0
Lock, Stock and Two Smoking Barrels;8.2;21000
The Ballad of Gregorio Cortez;7.1;32
The Streets of San Francisco;7.3;533
The Celebration;8.1;5000
Trees Lounge;7.2;872
Journey from the Fall;7.4;100
The Basket;6.5;117
Eddie: The Sleepwalking Cannibal;5.7;932
Mercury Rising;6.1;0
Space: Above and Beyond;7.7;963
Queen of the Mountains;8.7;0
Def-Con 4;4.3;220
The Hebrew Hammer;6.2;3000
Neal 'N' Nikki;3.3;66
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;2.7;0
Forget Me Not;5.2;969
Rebecca;8.2;0
Friday the 13th Part 2;6.1;0
The Lost Weekend;8.0;0
C.H.U.D.;5.5;0
Filly Brown;5.7;0
The Lion of Judah;3.7;381
Niagara;7.1;1000
How Green Was My Valley;7.8;0
The Girlfriend Experience;7.3;632
Da Sweet Blood of Jesus;4.1;447
Sex, Lies, and Videotape;7.2;2000
Saw;7.7;0
Super Troopers;7.1;0
The Algerian;7.6;221
The Amazing Catfish;7.0;407
The Day the Earth Stood Still;5.5;0
Monsoon Wedding;7.4;0
You Can Count on Me;7.7;756
The Trouble with Harry;7.2;0
Lucky Number Slevin;7.8;10000
But I'm a Cheerleader;6.6;0
Home Run;6.0;0
Reservoir Dogs;8.4;19000
The Blue Bird;6.5;548
The Good, the Bad and the Ugly;8.9;20000
The Second Mother;7.9;0
Blue Like Jazz;6.0;0
Down and Out with the Dolls;6.1;27
Pink Ribbons, Inc.;7.4;5000
Certifiably Jonathan;6.2;87
Q;5.6;754
The Knife of Don Juan;7.2;75
Grand Theft Parsons;6.1;480
Extreme Movie;3.8;636
The Charge of the Light Brigade;7.1;204
Below Zero;4.5;161
Crowsnest;3.8;238
Airborne;6.2;0
Cotton Comes to Harlem;6.6;477
The Wicked Within;4.6;479
Bleeding Hearts;4.2;242
Waiting...;6.8;0
Dead Man's Shoes;7.7;0
Wolf Creek;7.1;954
From a Whisper to a Scream;5.9;241
Sex with Strangers;4.7;51
Dracula: Pages from a Virgin's Diary;7.0;131
Faith Like Potatoes;6.9;0
Beyond the Black Rainbow;6.1;0
The Raid: Redemption;7.6;51000
The Dead Undead;3.0;444
The Vatican Exorcisms;2.6;200
Casablanca;8.6;23000
Lake Mungo;6.1;0
Rocket Singh: Salesman of the Year;7.5;773
Silent Running;6.7;0
Rocky;8.1;0
The Sleepwalker;4.9;234
The Fog;6.8;7000
Tom Jones;6.8;328
Unfriended;5.7;13000
Taxi Driver;8.3;35000
The Howling;6.6;0
Dr. No;7.3;5000
Chernobyl Diaries;5.0;24000
Hellraiser;7.0;0
God's Not Dead 2;3.4;0
Cry_Wolf;5.9;816
Godzilla 2000;6.0;339
Blue Valentine;7.4;25000
Transamerica;7.4;0
The Devil Inside;4.2;12000
Beyond the Valley of the Dolls;6.2;0
Love Me Tender;6.2;365
An Inconvenient Truth;7.5;0
Sands of Iwo Jima;7.2;624
Shine a Light;7.2;0
The Green Inferno;5.4;12000
Departure;7.0;75
The Sessions;7.2;11000
Food, Inc.;7.9;37000
October Baby;6.8;0
Next Stop Wonderland;6.7;392
Juno;7.5;10000
The Skeleton Twins;6.8;0
Martha Marcy May Marlene;6.9;0
Obvious Child;6.8;0
Frozen River;7.2;0
20 Feet from Stardom;7.4;14000
Two Girls and a Guy;5.6;387
Walking and Talking;6.8;227
The Full Monty;7.2;0
Who Killed the Electric Car?;7.7;0
The Broken Hearts Club: A Romantic Comedy;7.0;671
Bubba Ho-Tep;7.2;0
Goosebumps;6.4;35000
Slam;7.2;603
Brigham City;7.2;100
Fiza;6.2;92
History of the World: Part I;6.9;0
Orgazmo;6.2;0
All the Real Girls;6.9;571
Dream with the Fishes;7.0;166
Blue Car;6.7;115
Luminarias;3.6;24
Palo Alto;6.3;0
Ajami;7.4;0
Wristcutters: A Love Story;7.4;11000
I Origins;7.3;32000
The Battle of Shaker Heights;6.1;150
The Lovely Bones;6.7;16000
The Act of Killing;8.2;20000
Taxi to the Dark Side;7.7;0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos;7.3;587
Guiana 1838;7.4;32
Lisa Picard Is Famous;5.7;25
Antarctica: A Year on Ice;7.6;0
A Lego Brickumentary;6.8;0
Hardflip;5.6;706
Chocolate: Deep Dark Secrets;4.8;31
The House of the Devil;6.4;0
The Perfect Host;6.8;0
Safe Men;6.1;157
Speedway Junky;5.2;27
The Last Big Thing;6.9;43
The Specials;6.0;210
16 to Life;6.3;143
Alone with Her;6.1;244
Creative Control;5.5;793
Special;6.9;0
Sparkler;5.6;17
The Helix... Loaded;1.9;128
In Her Line of Fire;4.1;42
The Jimmy Show;5.4;47
Heli;6.8;0
Karachi se Lahore;7.0;259
Loving Annabelle;6.7;501
Hits;5.8;903
Jimmy and Judy;6.2;138
Frat Party;2.8;297
The Party's Over;7.3;32
Proud;5.8;141
The Poker House;6.5;599
Childless;6.1;3
ZMD: Zombies of Mass Destruction;5.1;0
Snow White: A Deadly Summer;2.2;150
Hidden Away;7.2;68
My Last Day Without You;5.7;370
Steppin: The Movie;3.4;41
Doc Holliday's Revenge;3.8;54
Black Rock;4.7;0
Truth or Die;5.6;968
The Pet;3.9;91
Bang Bang Baby;5.4;48
Fear Clinic;5.2;936
Zombie Hunter;3.5;0
A Fine Step;5.3;212
Trance;7.0;23000
Charly;7.1;785
Banshee Chapter;5.5;2000
Jesse;5.9;57
Ask Me Anything;6.0;884
And Then Came Love;4.8;42
Food Chains;7.1;489
On the Waterfront;8.2;0
L!fe Happens;5.7;995
4 Months, 3 Weeks and 2 Days;7.9;14000
The Horror Network Vol. 1;7.3;52
Hard Candy;7.1;12000
The Quiet;6.4;698
Circumstance;5.9;0
Fruitvale Station;7.5;17000
The Brass Teapot;6.4;0
Bambi;7.4;0
The Hammer;7.3;337
Snitch;6.5;12000
Latter Days;7.2;0
Elza;6.7;24
1982;7.1;181
For a Good Time, Call...;6.0;0
Celeste & Jesse Forever;6.7;0
Time Changer;5.6;409
London to Brighton;7.0;933
American Hero;4.9;549
Windsor Drive;3.2;312
A Separation;8.4;48000
Crying with Laughter;6.9;33
Welcome to the Dollhouse;7.5;0
Ruby in Paradise;7.2;81
Raising Victor Vargas;7.2;219
Pandora's Box;8.0;926
Harrison Montgomery;7.4;18
Live-In Maid;7.2;83
Deterrence;6.5;130
The Mudge Boy;7.2;396
The Young Unknowns;4.2;4
Not Cool;5.1;0
Dead Snow;6.4;23000
Saints and Soldiers;6.8;1000
Vessel;6.2;14
American Graffiti;7.5;0
Iraq for Sale: The War Profiteers;7.7;274
Aqua Teen Hunger Force Colon Movie Film for Theaters;6.9;307
Safety Not Guaranteed;7.0;31000
Kevin Hart: Laugh at My Pain;7.5;614
Kill List;6.3;0
The Innkeepers;5.5;0
The Unborn;4.8;0
The Conformist;8.1;0
Interview with the Assassin;6.6;163
Donkey Punch;5.2;0
All the Boys Love Mandy Lane;5.6;2000
Bled;3.1;128
High Noon;8.1;3000
Hoop Dreams;8.3;0
Rize;7.1;903
Destiny;8.1;1000
L.I.E.;7.2;420
The Sisterhood of Night;6.3;523
B-Girl;4.0;303
King Kong;7.2;0
House of Wax;5.3;0
Half Nelson;7.2;0
Naturally Native;6.5;102
Hav Plenty;6.5;161
Adulterers;4.9;158
Escape from Tomorrow;5.2;0
Starsuckers;7.4;203
The Hadza: Last of the First;7.4;5
After;5.4;1000
Treachery;3.9;0
Walter;5.3;0
Top Hat;7.8;1000
The Blair Witch Project;6.4;0
Woodstock;8.1;0
The Kentucky Fried Movie;6.5;0
Mercy Streets;5.6;12
Arnolds Park;5.6;11
Broken Vessels;6.6;51
Water & Power;6.3;358
They Will Have to Kill Us First;7.7;34
