movie_title;title_year;country;language;duration;director_name;budget;gross
Point Break;2015.0;USA;English;114.0;Ericson Core;105000000.0;28772222.0
Son of the Mask;2005.0;USA;English;94.0;Lawrence Guterman;84000000.0;17010646.0
In the Heart of the Sea;2015.0;USA;English;122.0;Ron Howard;100000000.0;24985612.0
The Adventures of Pluto Nash;2002.0;USA;English;95.0;Ron Underwood;100000000.0;4411102.0
Green Zone;2010.0;France;English;115.0;Paul Greengrass;100000000.0;35024475.0
The Peanuts Movie;2015.0;USA;English;88.0;Steve Martino;99000000.0;130174897.0
The Spanish Prisoner;1997.0;USA;English;110.0;David Mamet;10000000.0;10200000.0
The Mummy Returns;2001.0;USA;English;130.0;Stephen Sommers;98000000.0;202007640.0
Gangs of New York;2002.0;USA;English;216.0;Martin Scorsese;100000000.0;77679638.0
The Flowers of War;2011.0;China;Mandarin;146.0;Yimou Zhang;94000000.0;9213.0
Surf's Up;2007.0;USA;English;85.0;Ash Brannon;100000000.0;58867694.0
The Stepford Wives;2004.0;USA;English;93.0;Frank Oz;90000000.0;59475623.0
Black Hawk Down;2001.0;USA;English;152.0;Ridley Scott;92000000.0;108638745.0
The Campaign;2012.0;USA;English;85.0;Jay Roach;95000000.0;86897182.0
The Fifth Element;1997.0;France;English;126.0;Luc Besson;93000000.0;63540020.0
Sex and the City 2;2010.0;USA;English;146.0;Michael Patrick King;100000000.0;95328937.0
The Road to El Dorado;2000.0;USA;English;89.0;Bibo Bergeron;95000000.0;50802661.0
Ice Age: Continental Drift;2012.0;USA;English;88.0;Steve Martino;95000000.0;161317423.0
Cinderella;2015.0;USA;English;105.0;Kenneth Branagh;95000000.0;201148159.0
The Lovely Bones;2009.0;USA;English;135.0;Peter Jackson;65000000.0;43982842.0
Finding Nemo;2003.0;USA;English;100.0;Andrew Stanton;94000000.0;380838870.0
The Lord of the Rings: The Return of the King;2003.0;USA;English;192.0;Peter Jackson;94000000.0;377019252.0
The Lord of the Rings: The Two Towers;2002.0;USA;English;172.0;Peter Jackson;94000000.0;340478898.0
Seventh Son;2014.0;USA;English;102.0;Sergey Bodrov;95000000.0;17176900.0
Lara Croft: Tomb Raider;2001.0;USA;English;100.0;Simon West;115000000.0;131144183.0
Transcendence;2014.0;UK;English;119.0;Wally Pfister;100000000.0;23014504.0
Jurassic Park III;2001.0;USA;English;92.0;Joe Johnston;93000000.0;181166115.0
Rise of the Planet of the Apes;2011.0;USA;English;105.0;Rupert Wyatt;93000000.0;176740650.0
The Spiderwick Chronicles;2008.0;USA;English;107.0;Mark Waters;90000000.0;71148699.0
A Good Day to Die Hard;2013.0;USA;English;101.0;John Moore;92000000.0;67344392.0
The Alamo;2004.0;USA;English;137.0;John Lee Hancock;107000000.0;22406362.0
The Incredibles;2004.0;USA;English;115.0;Brad Bird;92000000.0;261437578.0
Cutthroat Island;1995.0;USA;English;124.0;Renny Harlin;98000000.0;11000000.0
Percy Jackson & the Olympians: The Lightning Thief;2010.0;UK;English;118.0;Chris Columbus;95000000.0;88761720.0
Men in Black;1997.0;USA;English;98.0;Barry Sonnenfeld;90000000.0;250147615.0
Toy Story 2;1999.0;USA;English;82.0;John Lasseter;90000000.0;245823397.0
Unstoppable;2010.0;USA;English;98.0;Tony Scott;100000000.0;81557479.0
Rush Hour 2;2001.0;USA;English;90.0;Brett Ratner;90000000.0;226138454.0
What Lies Beneath;2000.0;USA;English;130.0;Robert Zemeckis;100000000.0;155370362.0
Cloudy with a Chance of Meatballs;2009.0;USA;English;90.0;Phil Lord;100000000.0;124870275.0
Ice Age: Dawn of the Dinosaurs;2009.0;USA;English;94.0;Carlos Saldanha;90000000.0;196573705.0
The Secret Life of Walter Mitty;2013.0;USA;English;114.0;Ben Stiller;90000000.0;58229120.0
Charlie's Angels;2000.0;USA;English;94.0;McG;92000000.0;125305545.0
The Departed;2006.0;USA;English;151.0;Martin Scorsese;90000000.0;132373442.0
Mulan;1998.0;USA;English;88.0;Tony Bancroft;90000000.0;120618403.0
Tropic Thunder;2008.0;USA;English;121.0;Ben Stiller;92000000.0;110416702.0
The Girl with the Dragon Tattoo;2011.0;USA;English;158.0;David Fincher;90000000.0;102515793.0
Die Hard with a Vengeance;1995.0;USA;English;128.0;John McTiernan;90000000.0;100012500.0
Sherlock Holmes;2009.0;USA;English;128.0;Guy Ritchie;90000000.0;209019489.0
Ben-Hur;2016.0;USA;English;141.0;Timur Bekmambetov;;
Atlantis: The Lost Empire;2001.0;USA;English;95.0;Gary Trousdale;120000000.0;84037039.0
Alvin and the Chipmunks: The Road Chip;2015.0;USA;English;92.0;Walt Becker;90000000.0;85884815.0
Valkyrie;2008.0;USA;English;121.0;Bryan Singer;75000000.0;83077470.0
You Don't Mess with the Zohan;2008.0;USA;English;113.0;Dennis Dugan;90000000.0;100018837.0
Pixels;2015.0;USA;English;106.0;Chris Columbus;88000000.0;78747585.0
A.I. Artificial Intelligence;2001.0;USA;English;146.0;Steven Spielberg;100000000.0;78616689.0
The Haunted Mansion;2003.0;USA;English;88.0;Rob Minkoff;90000000.0;75817994.0
Contact;1997.0;USA;English;150.0;Robert Zemeckis;90000000.0;100853835.0
Hollow Man;2000.0;USA;English;119.0;Paul Verhoeven;95000000.0;73209340.0
The Interpreter;2005.0;UK;Aboriginal;128.0;Sydney Pollack;80000000.0;72515360.0
Percy Jackson: Sea of Monsters;2013.0;USA;English;106.0;Thor Freudenthal;90000000.0;68558662.0
Lara Croft Tomb Raider: The Cradle of Life;2003.0;USA;English;117.0;Jan de Bont;95000000.0;65653758.0
Now You See Me 2;2016.0;USA;English;129.0;Jon M. Chu;90000000.0;64685359.0
The Saint;1997.0;USA;English;116.0;Phillip Noyce;68000000.0;61355436.0
Spy Game;2001.0;Germany;English;114.0;Tony Scott;92000000.0;26871.0
Mission to Mars;2000.0;USA;English;114.0;Brian De Palma;90000000.0;60874615.0
Rio;2011.0;USA;English;96.0;Carlos Saldanha;90000000.0;143618384.0
Bicentennial Man;1999.0;USA;English;132.0;Chris Columbus;100000000.0;58220776.0
Volcano;1997.0;USA;English;104.0;Mick Jackson;90000000.0;47474112.0
The Devil's Own;1997.0;USA;English;111.0;Alan J. Pakula;86000000.0;42877165.0
K-19: The Widowmaker;2002.0;UK;English;138.0;Kathryn Bigelow;100000000.0;35168677.0
Fantastic Four;2015.0;USA;English;100.0;Josh Trank;120000000.0;56114221.0
Conan the Barbarian;1982.0;USA;English;129.0;John Milius;20000000.0;37567440.0
Cinderella Man;2005.0;USA;English;144.0;Ron Howard;88000000.0;61644321.0
The Nutcracker in 3D;2010.0;UK;English;110.0;Andrey Konchalovskiy;90000000.0;190562.0
Seabiscuit;2003.0;USA;English;140.0;Gary Ross;87000000.0;120147445.0
Twister;1996.0;USA;English;113.0;Jan de Bont;92000000.0;241688385.0
The Fast and the Furious;2001.0;USA;English;106.0;Rob Cohen;38000000.0;144512310.0
Cast Away;2000.0;USA;English;143.0;Robert Zemeckis;90000000.0;233630478.0
Happy Feet;2006.0;USA;English;108.0;George Miller;100000000.0;197992827.0
The Bourne Supremacy;2004.0;USA;English;108.0;Paul Greengrass;75000000.0;176049130.0
Air Force One;1997.0;USA;English;124.0;Wolfgang Petersen;85000000.0;172620724.0
Ocean's Eleven;2001.0;USA;English;116.0;Steven Soderbergh;85000000.0;183405771.0
The Three Musketeers;2011.0;Germany;English;110.0;Paul W.S. Anderson;75000000.0;20315324.0
Hotel Transylvania;2012.0;USA;English;91.0;Genndy Tartakovsky;85000000.0;148313048.0
Enchanted;2007.0;USA;English;107.0;Kevin Lima;85000000.0;127706877.0
Hannibal;;USA;English;44.0;;;
Safe House;2012.0;USA;English;115.0;Daniel Espinosa;85000000.0;126149655.0
102 Dalmatians;2000.0;USA;English;100.0;Kevin Lima;85000000.0;66941559.0
Tower Heist;2011.0;USA;English;104.0;Brett Ratner;75000000.0;78009155.0
The Holiday;2006.0;USA;English;138.0;Nancy Meyers;85000000.0;63224849.0
Enemy of the State;1998.0;USA;English;140.0;Tony Scott;90000000.0;111544445.0
It's Complicated;2009.0;USA;English;120.0;Nancy Meyers;85000000.0;112703470.0
Ocean's Thirteen;2007.0;USA;English;122.0;Steven Soderbergh;85000000.0;117144465.0
Open Season;2006.0;USA;English;83.0;Roger Allers;85000000.0;84303558.0
Divergent;2014.0;USA;English;139.0;Neil Burger;85000000.0;150832203.0
Enemy at the Gates;2001.0;USA;English;131.0;Jean-Jacques Annaud;68000000.0;51396781.0
The Rundown;2003.0;USA;English;104.0;Peter Berg;85000000.0;47592825.0
Last Action Hero;1993.0;USA;English;130.0;John McTiernan;70000000.0;50016394.0
Memoirs of a Geisha;2005.0;USA;English;145.0;Rob Marshall;85000000.0;57010853.0
The Fast and the Furious: Tokyo Drift;2006.0;USA;English;104.0;Justin Lin;85000000.0;62494975.0
Arthur Christmas;2011.0;UK;English;97.0;Sarah Smith;100000000.0;46440491.0
Meet Joe Black;1998.0;USA;English;178.0;Martin Brest;90000000.0;44606335.0
Collateral Damage;2002.0;USA;English;108.0;Andrew Davis;85000000.0;40048332.0
All That Jazz;1979.0;USA;English;123.0;Bob Fosse;;
Mirror Mirror;2012.0;USA;English;106.0;Tarsem Singh;85000000.0;64933670.0
Scott Pilgrim vs. the World;2010.0;USA;English;112.0;Edgar Wright;60000000.0;31494270.0
The Core;2003.0;USA;English;135.0;Jon Amiel;60000000.0;31111260.0
Nutty Professor II: The Klumps;2000.0;USA;English;109.0;Peter Segal;65000000.0;123307945.0
Scooby-Doo;2002.0;USA;English;86.0;Raja Gosnell;84000000.0;153288182.0
Dredd;2012.0;UK;English;95.0;Pete Travis;35000000.0;13401683.0
Click;2006.0;USA;English;107.0;Frank Coraci;70000000.0;137340146.0
Creepshow;1982.0;USA;English;130.0;George A. Romero;8000000.0;
Cats & Dogs: The Revenge of Kitty Galore;2010.0;USA;English;82.0;Brad Peyton;85000000.0;43575716.0
Jumper;2008.0;USA;English;88.0;Doug Liman;85000000.0;80170146.0
Hellboy II: The Golden Army;2008.0;USA;English;120.0;Guillermo del Toro;85000000.0;75754670.0
Zodiac;2007.0;USA;English;162.0;David Fincher;65000000.0;33048353.0
The 6th Day;2000.0;USA;English;123.0;Roger Spottiswoode;82000000.0;34543701.0
Bruce Almighty;2003.0;USA;English;101.0;Tom Shadyac;81000000.0;242589580.0
The Expendables;2010.0;USA;English;113.0;Sylvester Stallone;80000000.0;102981571.0
Mission: Impossible;1996.0;USA;English;110.0;Brian De Palma;80000000.0;180965237.0
The Hunger Games;2012.0;USA;English;142.0;Gary Ross;78000000.0;407999255.0
The Hangover Part II;2011.0;USA;English;102.0;Todd Phillips;80000000.0;254455986.0
Batman Returns;1992.0;USA;English;126.0;Tim Burton;80000000.0;162831698.0
Over the Hedge;2006.0;USA;English;83.0;Tim Johnson;80000000.0;155019340.0
Lilo & Stitch;2002.0;USA;English;85.0;Dean DeBlois;80000000.0;145771527.0
Charlotte's Web;2006.0;USA;English;97.0;Gary Winick;;82506325.0
Deep Impact;1998.0;USA;English;120.0;Mimi Leder;75000000.0;140459099.0
RED 2;2013.0;USA;English;116.0;Dean Parisot;84000000.0;53215979.0
The Longest Yard;2005.0;USA;English;113.0;Peter Segal;82000000.0;158115031.0
Alvin and the Chipmunks: Chipwrecked;2011.0;USA;English;87.0;Mike Mitchell;75000000.0;133103929.0
Grown Ups 2;2013.0;USA;English;101.0;Dennis Dugan;80000000.0;133668525.0
Get Smart;2008.0;USA;English;110.0;Peter Segal;80000000.0;130313314.0
Something's Gotta Give;2003.0;USA;English;128.0;Nancy Meyers;80000000.0;124590960.0
Shutter Island;2010.0;USA;English;138.0;Martin Scorsese;80000000.0;127968405.0
Four Christmases;2008.0;Germany;English;88.0;Seth Gordon;80000000.0;120136047.0
Robots;2005.0;USA;English;91.0;Chris Wedge;75000000.0;128200012.0
Face/Off;1997.0;USA;English;138.0;John Woo;80000000.0;112225777.0
Bedtime Stories;2008.0;USA;English;99.0;Adam Shankman;80000000.0;109993847.0
Road to Perdition;2002.0;USA;English;117.0;Sam Mendes;80000000.0;104054514.0
Just Go with It;2011.0;USA;English;117.0;Dennis Dugan;80000000.0;103028109.0
Daredevil;;USA;English;54.0;;;
Con Air;1997.0;USA;English;123.0;Simon West;75000000.0;101087161.0
Eagle Eye;2008.0;USA;English;118.0;D.J. Caruso;80000000.0;101111837.0
Cold Mountain;2003.0;USA;English;154.0;Anthony Minghella;79000000.0;95632614.0
The Book of Eli;2010.0;USA;English;118.0;Albert Hughes;80000000.0;94822707.0
Flubber;1997.0;USA;English;90.0;Les Mayfield;80000000.0;92969824.0
The Haunting;1999.0;USA;English;113.0;Jan de Bont;80000000.0;91188905.0
Space Jam;1996.0;USA;English;88.0;Joe Pytka;80000000.0;90443603.0
The Pink Panther;2006.0;USA;English;93.0;Shawn Levy;65000000.0;82226474.0
The Day the Earth Stood Still;2008.0;USA;English;104.0;Scott Derrickson;80000000.0;79363785.0
Conspiracy Theory;1997.0;USA;English;135.0;Richard Donner;75000000.0;76081498.0
Fury;2014.0;USA;English;134.0;David Ayer;68000000.0;85707116.0
Six Days Seven Nights;1998.0;USA;English;98.0;Ivan Reitman;70000000.0;74329966.0
Yogi Bear;2010.0;USA;English;80.0;Eric Brevig;80000000.0;100169068.0
Spirit: Stallion of the Cimarron;2002.0;USA;English;83.0;Kelly Asbury;80000000.0;73215310.0
Zookeeper;2011.0;USA;English;102.0;Frank Coraci;80000000.0;80360866.0
Lost in Space;1998.0;USA;English;130.0;Stephen Hopkins;80000000.0;69102910.0
The Manchurian Candidate;2004.0;USA;English;129.0;Jonathan Demme;80000000.0;65948711.0
Déjà Vu;1997.0;USA;English;117.0;Henry Jaglom;;821997.0
Hotel Transylvania 2;2015.0;USA;English;89.0;Genndy Tartakovsky;80000000.0;169692572.0
Bewitched;;USA;English;25.0;;;
Fantasia 2000;1999.0;USA;English;74.0;James Algar;80000000.0;60507228.0
The Time Machine;2002.0;USA;English;96.0;Simon Wells;80000000.0;56684819.0
Mighty Joe Young;1998.0;USA;English;114.0;Ron Underwood;90000000.0;50628009.0
Swordfish;2001.0;USA;English;99.0;Dominic Sena;80000000.0;69772969.0
The Legend of Zorro;2005.0;USA;Spanish;129.0;Martin Campbell;75000000.0;45356386.0
What Dreams May Come;1998.0;USA;English;113.0;Vincent Ward;85000000.0;55350897.0
Little Nicky;2000.0;USA;English;90.0;Steven Brill;80000000.0;39442871.0
The Brothers Grimm;2005.0;USA;English;118.0;Terry Gilliam;88000000.0;37899638.0
Mars Attacks!;1996.0;USA;English;106.0;Tim Burton;70000000.0;37754208.0
Evolution;2015.0;France;French;81.0;Lucile Hadzihalilovic;;
The Edge;1997.0;USA;English;117.0;Lee Tamahori;;27779888.0
Surrogates;2009.0;USA;English;89.0;Jonathan Mostow;80000000.0;38542418.0
Thirteen Days;2000.0;USA;English;145.0;Roger Donaldson;80000000.0;34566746.0
Daylight;1996.0;USA;English;114.0;Rob Cohen;80000000.0;32885565.0
Walking with Dinosaurs 3D;2013.0;USA;English;87.0;Barry Cook;80000000.0;36073232.0
Battlefield Earth;2000.0;USA;English;119.0;Roger Christian;44000000.0;21471685.0
Looney Tunes: Back in Action;2003.0;Germany;English;91.0;Joe Dante;80000000.0;20950820.0
Nine;2009.0;USA;English;118.0;Rob Marshall;80000000.0;19673424.0
Timeline;2003.0;USA;English;116.0;Richard Donner;80000000.0;19480739.0
The Postman;1997.0;USA;English;177.0;Kevin Costner;80000000.0;17593391.0
Babe: Pig in the City;1998.0;Australia;English;97.0;George Miller;80000000.0;18318000.0
The Last Witch Hunter;2015.0;USA;English;106.0;Breck Eisner;90000000.0;27356090.0
Red Planet;2000.0;USA;English;106.0;Antony Hoffman;70000000.0;17473245.0
Arthur and the Invisibles;2006.0;France;English;94.0;Luc Besson;86000000.0;15131330.0
Oceans;2009.0;France;French;104.0;Jacques Perrin;40000000.0;19406406.0
A Sound of Thunder;2005.0;UK;English;102.0;Peter Hyams;52000000.0;1891821.0
Pompeii;2014.0;Canada;English;105.0;Paul W.S. Anderson;80000000.0;23219748.0
Top Cat Begins;2015.0;Mexico;Spanish;89.0;Andrés Couturier;8000000.0;
A Beautiful Mind;2001.0;USA;English;135.0;Ron Howard;58000000.0;170708996.0
The Lion King;1994.0;USA;English;73.0;Roger Allers;45000000.0;422783777.0
Journey 2: The Mysterious Island;2012.0;USA;English;94.0;Brad Peyton;79000000.0;103812241.0
Cloudy with a Chance of Meatballs 2;2013.0;USA;English;95.0;Cody Cameron;78000000.0;119793567.0
Red Dragon;2002.0;Germany;English;124.0;Brett Ratner;78000000.0;92930005.0
Hidalgo;2004.0;USA;English;136.0;Joe Johnston;100000000.0;67286731.0
Jack and Jill;2011.0;USA;English;91.0;Dennis Dugan;79000000.0;74158157.0
2 Fast 2 Furious;2003.0;USA;English;107.0;John Singleton;76000000.0;127083765.0
The Little Prince;2015.0;France;English;108.0;Mark Osborne;81200000.0;1339152.0
The Invasion;2007.0;USA;English;99.0;Oliver Hirschbiegel;80000000.0;15071514.0
The Adventures of Rocky & Bullwinkle;2000.0;USA;English;92.0;Des McAnuff;76000000.0;26000610.0
The Secret Life of Pets;2016.0;Japan;English;87.0;Yarrow Cheney;75000000.0;323505540.0
The League of Extraordinary Gentlemen;2003.0;USA;English;110.0;Stephen Norrington;78000000.0;66462600.0
Despicable Me 2;2013.0;USA;English;98.0;Pierre Coffin;76000000.0;368049635.0
Independence Day;1996.0;USA;English;154.0;Roland Emmerich;75000000.0;306124059.0
The Lost World: Jurassic Park;1997.0;USA;English;129.0;Steven Spielberg;73000000.0;229074524.0
Madagascar;2005.0;USA;English;86.0;Eric Darnell;75000000.0;193136719.0
Children of Men;2006.0;USA;English;109.0;Alfonso Cuarón;76000000.0;35286428.0
X-Men;2000.0;USA;English;104.0;Bryan Singer;75000000.0;157299717.0
Wanted;2008.0;USA;English;110.0;Timur Bekmambetov;75000000.0;134568845.0
The Rock;1996.0;USA;English;136.0;Michael Bay;75000000.0;134006721.0
Ice Age: The Meltdown;2006.0;USA;English;115.0;Carlos Saldanha;80000000.0;195329763.0
50 First Dates;2004.0;USA;English;99.0;Peter Segal;75000000.0;120776832.0
Hairspray;2007.0;USA;English;117.0;Adam Shankman;75000000.0;118823091.0
Exorcist: The Beginning;2004.0;USA;English;125.0;Renny Harlin;50000000.0;41814863.0
Inspector Gadget;1999.0;USA;English;110.0;David Kellogg;75000000.0;97360069.0
Now You See Me;2013.0;USA;English;125.0;Louis Leterrier;75000000.0;117698894.0
Grown Ups;2010.0;USA;English;102.0;Dennis Dugan;80000000.0;162001186.0
The Terminal;2004.0;USA;English;128.0;Steven Spielberg;60000000.0;77032279.0
Constantine;;USA;English;43.0;;;
Hotel for Dogs;2009.0;USA;English;100.0;Thor Freudenthal;35000000.0;73023275.0
Vertical Limit;2000.0;USA;English;124.0;Martin Campbell;75000000.0;68473360.0
Charlie Wilson's War;2007.0;USA;English;102.0;Mike Nichols;75000000.0;66636385.0
Shark Tale;2004.0;USA;English;90.0;Bibo Bergeron;75000000.0;160762022.0
Dreamgirls;2006.0;USA;English;130.0;Bill Condon;70000000.0;103338338.0
Life;;USA;English;45.0;;;
Be Cool;2005.0;USA;English;118.0;F. Gary Gray;53000000.0;55808744.0
Munich;2005.0;France;English;163.0;Steven Spielberg;70000000.0;47379090.0
Tears of the Sun;2003.0;USA;English;142.0;Antoine Fuqua;70000000.0;43426961.0
Killers;2010.0;USA;English;100.0;Robert Luketic;75000000.0;47000485.0
The Man from U.N.C.L.E.;2015.0;USA;English;116.0;Guy Ritchie;75000000.0;45434443.0
Spanglish;2004.0;USA;English;131.0;James L. Brooks;80000000.0;42044321.0
Monster House;2006.0;USA;English;91.0;Gil Kenan;75000000.0;73661010.0
Bandits;2001.0;USA;English;123.0;Barry Levinson;80000000.0;41523271.0
First Knight;1995.0;USA;English;134.0;Jerry Zucker;55000000.0;37600435.0
Anna and the King;1999.0;USA;English;148.0;Andy Tennant;75000000.0;39251128.0
Immortals;2011.0;USA;English;110.0;Tarsem Singh;75000000.0;83503161.0
Hostage;2005.0;USA;English;113.0;Florent-Emilio Siri;52000000.0;34636443.0
Titan A.E.;2000.0;USA;English;94.0;Don Bluth;75000000.0;22751979.0
Hollywood Homicide;2003.0;USA;English;116.0;Ron Shelton;75000000.0;30013346.0
Soldier;1998.0;UK;English;99.0;Paul W.S. Anderson;75000000.0;14567883.0
Carriers;2009.0;USA;English;84.0;David Pastor;;90820.0
Monkeybone;2001.0;USA;English;93.0;Henry Selick;75000000.0;5409517.0
Flight of the Phoenix;2004.0;USA;English;113.0;John Moore;45000000.0;21009180.0
Unbreakable;2000.0;USA;English;106.0;M. Night Shyamalan;75000000.0;94999143.0
Minions;2015.0;USA;English;91.0;Kyle Balda;74000000.0;336029560.0
Sucker Punch;2011.0;USA;English;128.0;Zack Snyder;82000000.0;36381716.0
Snake Eyes;1998.0;USA;English;98.0;Brian De Palma;69000000.0;55585389.0
Sphere;1998.0;USA;English;134.0;Barry Levinson;75000000.0;36976367.0
The Angry Birds Movie;2016.0;USA;English;97.0;Clay Kaytis;73000000.0;107225164.0
Fool's Gold;2008.0;USA;English;112.0;Andy Tennant;70000000.0;70224196.0
Funny People;2009.0;USA;English;153.0;Judd Apatow;75000000.0;51814190.0
