movie_title;actor_name;actor_fb_likes
Stardust;Henry Cavill;15000.0
Seven Years in Tibet;Brad Pitt;11000.0
The Dilemma;Channing Tatum;17000.0
Bad Company;Anthony Hopkins;12000.0
Doom;Dwayne Johnson;12000.0
I Spy;Gary Cole;989.0
Underworld: Awakening;Theo James;5000.0
Rock of Ages;James Martin Kelly;394.0
Hart's War;Bruce Willis;13000.0
Killer Elite;Jason Statham;26000.0
Rollerball;LL Cool J;1000.0
Ballistic: Ecks vs. Sever;Talisa Soto;349.0
Hard Rain;Morgan Freeman;11000.0
Osmosis Jones;Ron Howard;2000.0
Legends of Oz: Dorothy's Return;Lea Michele;2000.0
Blackhat;Chris Hemsworth;26000.0
Sky Captain and the World of Tomorrow;Angelina Jolie Pitt;11000.0
Basic Instinct 2;Charlotte Rampling;844.0
Escape Plan;Sylvester Stallone;13000.0
The Legend of Hercules;Roxanne McKee;576.0
The Sum of All Fears;Morgan Freeman;11000.0
The Twilight Saga: Eclipse;Robert Pattinson;21000.0
The Score;Robert De Niro;22000.0
Despicable Me;Steve Carell;7000.0
Money Train;Vincent Pastore;584.0
Ted 2;Liam Neeson;14000.0
Agora;Max Minghella;614.0
Mystery Men;Janeane Garofalo;1000.0
Hall Pass;Jenna Fischer;966.0
The Insider;Al Pacino;14000.0
The Finest Hours;Michael Raymond-James;788.0
Body of Lies;Leonardo DiCaprio;29000.0
Dinner for Schmucks;Steve Carell;7000.0
Abraham Lincoln: Vampire Hunter;Rufus Sewell;3000.0
Entrapment;Will Patton;537.0
Last Man Standing;Hector Elizondo;995.0
The X Files;Martin Landau;940.0
The Last Legion;Colin Firth;14000.0
Saving Private Ryan;Tom Hanks;15000.0
Need for Speed;Rami Malek;3000.0
What Women Want;Judy Greer;2000.0
Ice Age;Goran Visnjic;1000.0
Dreamcatcher;Morgan Freeman;11000.0
Lincoln;Joseph Gordon-Levitt;23000.0
The Matrix;Keanu Reeves;18000.0
Apollo 13;Tom Hanks;15000.0
Total Recall;Ronny Cox;605.0
The Santa Clause 2;Judge Reinhold;901.0
Les Misérables;Hugh Jackman;20000.0
You've Got Mail;Tom Hanks;15000.0
Step Brothers;Will Ferrell;8000.0
The Mask of Zorro;Anthony Hopkins;12000.0
Due Date;Robert Downey Jr.;21000.0
Unbroken;Finn Wittrock;769.0
Space Cowboys;Clint Eastwood;16000.0
Cliffhanger;Sylvester Stallone;13000.0
Broken Arrow;Delroy Lindo;848.0
The Kid;Bruce Willis;13000.0
World Trade Center;Nicolas Cage;12000.0
Mona Lisa Smile;Julia Roberts;8000.0
The Dictator;Sayed Badreya;600.0
Eyes Wide Shut;Tom Cruise;10000.0
Annie;Quvenzhané Wallis;2000.0
Focus;Will Smith;10000.0
This Means War;Tom Hardy;27000.0
Blade: Trinity;Ryan Reynolds;16000.0
Red Dawn;Lea Thompson;1000.0
Primary Colors;Maura Tierney;509.0
Resident Evil: Retribution;Milla Jovovich;14000.0
Death Race;Jason Statham;26000.0
The Long Kiss Goodnight;Melina Kanakaredes;394.0
Proof of Life;Pamela Reed;324.0
Zathura: A Space Adventure;Kristen Stewart;17000.0
Fight Club;Brad Pitt;11000.0
We Are Marshall;Matthew McConaughey;11000.0
The Missing;Jason Flemyng;1000.0
Hudson Hawk;Bruce Willis;13000.0
Lucky Numbers;Michael Rapaport;975.0
I, Frankenstein;Caitlin Stasey;623.0
Oliver Twist;Ian McNeice;268.0
Elektra;Jennifer Garner;3000.0
Sin City: A Dame to Kill For;Joseph Gordon-Levitt;23000.0
Random Hearts;Harrison Ford;11000.0
Everest;Michael Kelly;963.0
Perfume: The Story of a Murderer;Michael Smiley;177.0
Austin Powers in Goldmember;Verne Troyer;645.0
Astro Boy;Nicolas Cage;12000.0
Jurassic Park;Wayne Knight;967.0
Wyatt Earp;Dennis Quaid;2000.0
Clear and Present Danger;Harrison Ford;11000.0
Dragon Blade;Si Won Choi;21.0
Littleman;Chazz Palminteri;979.0
U-571;Matthew McConaughey;11000.0
The American President;Shawna Waldron;524.0
The Love Guru;Justin Timberlake;3000.0
3000 Miles to Graceland;Jon Lovitz;11000.0
The Hateful Eight;Craig Stark;46000.0
Blades of Glory;Will Ferrell;8000.0
Hop;Gary Cole;989.0
300;Gerard Butler;18000.0
Meet the Fockers;Robert De Niro;22000.0
Marley & Me;Eric Dane;2000.0
The Green Mile;Tom Hanks;15000.0
Wild Hogs;Jill Hennessy;419.0
Chicken Little;Catherine O'Hara;925.0
Gone Girl;Patrick Fugit;835.0
The Bourne Identity;Matt Damon;13000.0
GoldenEye;Izabella Scorupco;394.0
The General's Daughter;Daniel von Bargen;577.0
The Truman Show;Natascha McElhone;2000.0
The Prince of Egypt;Martin Short;770.0
Daddy Day Care;Anjelica Huston;1000.0
2 Guns;Denzel Washington;18000.0
Cats & Dogs;Carol Ann Susi;3000.0
The Italian Job;Jason Statham;26000.0
Two Weeks Notice;Dorian Missick;1000.0
Antz;Sylvester Stallone;13000.0
Couples Retreat;Jon Favreau;4000.0
Days of Thunder;Tom Cruise;10000.0
Cheaper by the Dozen 2;Taylor Lautner;12000.0
The Scorch Trials;Ki Hong Lee;988.0
Eat Pray Love;James Franco;11000.0
The Family Man;Nicolas Cage;12000.0
RED;Bruce Willis;13000.0
Any Given Sunday;Al Pacino;14000.0
The Horse Whisperer;Scarlett Johansson;19000.0
Collateral;Tom Cruise;10000.0
The Scorpion King;Dwayne Johnson;12000.0
Ladder 49;Billy Burke;2000.0
Jack Reacher;Tom Cruise;10000.0
Deep Blue Sea;LL Cool J;1000.0
This Is It;Misha Gabriel Hamilton;433.0
Contagion;Matt Damon;13000.0
Kangaroo Jack;Estella Warren;658.0
Coraline;Jennifer Saunders;309.0
The Happening;Zooey Deschanel;11000.0
Man on Fire;Denzel Washington;18000.0
The Shaggy Dog;Robert Downey Jr.;21000.0
Starsky & Hutch;Snoop Dogg;881.0
Jingle All the Way;Jim Belushi;854.0
Hellboy;James Babson;366.0
A Civil Action;Robert Duvall;3000.0
ParaNorman;Anna Kendrick;10000.0
The Jackal;J.K. Simmons;24000.0
Paycheck;Ivana Milicevic;834.0
Up Close & Personal;Joe Mantegna;1000.0
The Tale of Despereaux;Emma Watson;9000.0
Rules of Engagement;Bianca Kajlich;732.0
The Tuxedo;Romany Malco;966.0
Under Siege 2: Dark Territory;Peter Greene;789.0
Jack Ryan: Shadow Recruit;Colm Feore;539.0
Joy;Jennifer Lawrence;34000.0
London Has Fallen;Gerard Butler;18000.0
Alien: Resurrection;Gary Dourdan;1000.0
Shooter;Tate Donovan;650.0
The Boxtrolls;Isaac Hempstead Wright;874.0
Practical Magic;Goran Visnjic;1000.0
The Lego Movie;Morgan Freeman;11000.0
Miss Congeniality 2: Armed and Fabulous;Eileen Brennan;1000.0
Reign of Fire;Christian Bale;23000.0
Gangster Squad;Ryan Gosling;33000.0
Year One;Olivia Wilde;10000.0
Invictus;Matt Damon;13000.0
State of Play;Robin Wright;18000.0
Duplicity;Julia Roberts;8000.0
My Favorite Martian;Steven Anthony Lawrence;1000.0
The Sentinel;Blair Brown;310.0
Planet 51;Dwayne Johnson;12000.0
Star Trek: Nemesis;Tom Hardy;27000.0
Intolerable Cruelty;Cedric the Entertainer;436.0
Trouble with the Curve;Clint Eastwood;16000.0
Edge of Darkness;Bojana Novakovic;2000.0
The Relic;John Kapelos;510.0
Analyze That;Robert De Niro;22000.0
Righteous Kill;Robert De Niro;22000.0
Mercury Rising;Bruce Willis;13000.0
The Soloist;Robert Downey Jr.;21000.0
The Legend of Bagger Vance;Matt Damon;13000.0
Almost Famous;Philip Seymour Hoffman;22000.0
Garfield 2;Bill Murray;13000.0
xXx: State of the Union;Sunny Mabrey;287.0
Priest;Josh Wingate;865.0
Sinbad: Legend of the Seven Seas;Brad Pitt;11000.0
Event Horizon;Sean Pertwee;722.0
The Avengers;Chris Hemsworth;26000.0
Dragonfly;Joe Morton;780.0
The Black Dahlia;Scarlett Johansson;19000.0
Flyboys;James Franco;11000.0
The Last Castle;Clifton Collins Jr.;968.0
Supernova;Robert Forster;889.0
Winter's Tale;Matt Bomer;20000.0
The Mortal Instruments: City of Bones;Aidan Turner;5000.0
Meet Dave;Marc Blucas;973.0
Dark Water;Dougray Scott;794.0
Edtv;Matthew McConaughey;11000.0
Inkheart;Brendan Fraser;3000.0
The Spirit;Scarlett Johansson;19000.0
Mortdecai;Johnny Depp;40000.0
In the Name of the King: A Dungeon Siege Tale;Jason Statham;26000.0
Beyond Borders;Angelina Jolie Pitt;11000.0
Xi you ji zhi: Sun Wukong san da Baigu Jing;Li Gong;879.0
The Great Raid;James Franco;11000.0
Deadpool;Ryan Reynolds;16000.0
Holy Man;Kelly Preston;743.0
American Sniper;Bradley Cooper;14000.0
Goosebumps;Odeya Rush;2000.0
Sabrina, the Teenage Witch;Nate Richert;870.0
Just Like Heaven;Jon Heder;970.0
The Flintstones in Viva Rock Vegas;Taylor Negron;1000.0
Rambo III;Sylvester Stallone;13000.0
Leatherheads;Robert Baker;142.0
The Ridiculous 6;Taylor Lautner;12000.0
Did You Hear About the Morgans?;Michael Kelly;963.0
The Internship;Josh Gad;1000.0
Resident Evil: Afterlife;Milla Jovovich;14000.0
Red Tails;David Oyelowo;1000.0
Sex and the City;Chris Noth;962.0
The Devil's Advocate;Keanu Reeves;18000.0
That's My Boy;Adam Sandler;11000.0
DragonHeart;Dennis Quaid;2000.0
After the Sunset;Salma Hayek;4000.0
Ghost Rider: Spirit of Vengeance;Nicolas Cage;12000.0
Captain Corelli's Mandolin;Christian Bale;23000.0
Anger Management;Barry Corbin;883.0
The Pacifier;Vin Diesel;14000.0
Walking Tall;Dwayne Johnson;12000.0
Forrest Gump;Tom Hanks;15000.0
Alvin and the Chipmunks;Jesse McCartney;1000.0
Meet the Parents;Robert De Niro;22000.0
Pocahontas;Christian Bale;23000.0
Superman;Marlon Brando;10000.0
The Nutty Professor;Jada Pinkett Smith;851.0
Hitch;Will Smith;10000.0
George of the Jungle;Brendan Fraser;3000.0
American Wedding;Alyson Hannigan;3000.0
Captain Phillips;Tom Hanks;15000.0
Date Night;Mila Kunis;15000.0
Casper;Eric Idle;795.0
The Equalizer;Denzel Washington;18000.0
Maid in Manhattan;Bob Hoskins;5000.0
Crimson Tide;Denzel Washington;18000.0
The Pursuit of Happyness;Will Smith;10000.0
Flightplan;Erika Christensen;931.0
Disclosure;Demi Moore;2000.0
City of Angels;Nicolas Cage;12000.0
Kill Bill: Vol. 1;David Carradine;926.0
Bowfinger;Robert Downey Jr.;21000.0
Stargate SG-1;Christopher Judge;847.0
Kill Bill: Vol. 2;Vivica A. Fox;890.0
Tango & Cash;Sylvester Stallone;13000.0
Death Becomes Her;Bruce Willis;13000.0
Shanghai Noon;Xander Berkeley;485.0
Executive Decision;Oliver Platt;1000.0
Mr. Popper's Penguins;Madeline Carroll;1000.0
The Forbidden Kingdom;Jet Li;5000.0
Free Birds;Amy Poehler;1000.0
Alien 3;Charles S. Dutton;534.0
Evita;Andrea Corr;57.0
Ronin;Robert De Niro;22000.0
The Ghost and the Darkness;Tom Wilkinson;1000.0
Paddington;Julie Walters;838.0
The Watch;Will Forte;622.0
The Hunted;Connie Nielsen;933.0
Instinct;Anthony Hopkins;12000.0
Stuck on You;Matt Damon;13000.0
Semi-Pro;Will Ferrell;8000.0
The Pirates! Band of Misfits;Salma Hayek;4000.0
Changeling;Angelina Jolie Pitt;11000.0
Chain Reaction;Keanu Reeves;18000.0
The Fan;Robert De Niro;22000.0
The Phantom of the Opera;Gerard Butler;18000.0
Elizabeth: The Golden Age;Eddie Redmayne;13000.0
Æon Flux;Charlize Theron;9000.0
Gods and Generals;Billy Campbell;789.0
Turbulence;Hector Elizondo;995.0
Imagine That;Stephen Root;939.0
Muppets Most Wanted;Ty Burrell;3000.0
Thunderbirds;Sophia Myles;956.0
Burlesque;Eric Dane;2000.0
A Very Long Engagement;Denis Lavant;226.0
Lolita;James Mason;617.0
Eye See You;Sylvester Stallone;13000.0
Blade II;Norman Reedus;12000.0
Seven Pounds;Will Smith;10000.0
Bullet to the Head;Sylvester Stallone;13000.0
The Godfather: Part III;Al Pacino;14000.0
Elizabethtown;Orlando Bloom;5000.0
You, Me and Dupree;Todd Stashwick;277.0
Superman II;Margot Kidder;593.0
Gigli;Todd Giebenhain;117.0
All the King's Men;Kate Winslet;14000.0
Shaft;Christian Bale;23000.0
Anastasia;Kirsten Dunst;4000.0
Moulin Rouge!;Jim Broadbent;1000.0
Domestic Disturbance;Steve Buscemi;12000.0
Black Mass;Johnny Depp;40000.0
Flags of Our Fathers;Paul Walker;23000.0
Law Abiding Citizen;Gerard Butler;18000.0
Grindhouse;Quentin Tarantino;16000.0
Beloved;Oprah Winfrey;852.0
Lucky You;Robert Downey Jr.;21000.0
Catch Me If You Can;Leonardo DiCaprio;29000.0
Zero Dark Thirty;Jennifer Ehle;1000.0
The Break-Up;Jon Favreau;4000.0
Mamma Mia!;Colin Firth;14000.0
Valentine's Day;Bradley Cooper;14000.0
The Dukes of Hazzard;Alice Greczyn;631.0
The Thin Red Line;Nick Stahl;648.0
The Change-Up;Ryan Reynolds;16000.0
Man on the Moon;Matt Price;134.0
Casino;Robert De Niro;22000.0
From Paris with Love;Kasia Smutniak;211.0
Bulletproof Monk;Jaime King;961.0
Me, Myself & Irene;Robert Forster;889.0
Barnyard;Rob Paulsen;677.0
Deck the Halls;Matthew Broderick;2000.0
The Twilight Saga: New Moon;Robert Pattinson;21000.0
Shrek;Kathleen Freeman;145.0
The Adjustment Bureau;Matt Damon;13000.0
Robin Hood: Prince of Thieves;Alan Rickman;25000.0
Jerry Maguire;Tom Cruise;10000.0
Ted;Mila Kunis;15000.0
As Good as It Gets;Lupe Ontiveros;625.0
Patch Adams;Robin Williams;49000.0
Anchorman 2: The Legend Continues;Harrison Ford;11000.0
Mr. Deeds;Steve Buscemi;12000.0
Super 8;Joel Courtney;1000.0
Erin Brockovich;Julia Roberts;8000.0
How to Lose a Guy in 10 Days;Matthew McConaughey;11000.0
22 Jump Street;Channing Tatum;17000.0
Interview with the Vampire: The Vampire Chronicles;Brad Pitt;11000.0
Yes Man;Bradley Cooper;14000.0
Central Intelligence;Dwayne Johnson;12000.0
Stepmom;Julia Roberts;8000.0
Daddy's Home;Will Ferrell;8000.0
Into the Woods;Johnny Depp;40000.0
Inside Man;Denzel Washington;18000.0
Payback;Bill Duke;1000.0
Congo;Dylan Walsh;426.0
We Bought a Zoo;Scarlett Johansson;19000.0
Knowing;Nicolas Cage;12000.0
Failure to Launch;Bradley Cooper;14000.0
The Ring Two;Naomi Watts;6000.0
Crazy, Stupid, Love.;Ryan Gosling;33000.0
Garfield;Bill Murray;13000.0
Christmas with the Kranks;Jamie Lee Curtis;2000.0
Moneyball;Philip Seymour Hoffman;22000.0
Outbreak;Kevin Spacey;18000.0
Non-Stop;Liam Neeson;14000.0
Race to Witch Mountain;Dwayne Johnson;12000.0
V for Vendetta;Natalie Portman;20000.0
Shanghai Knights;Fann Wong;154.0
Unforgotten;Bernard Hill;416.0
Curious George;Will Ferrell;8000.0
Herbie Fully Loaded;Scoot McNairy;660.0
Don't Say a Word;Oliver Platt;1000.0
Hansel & Gretel: Witch Hunters;Jeremy Renner;10000.0
Unfaithful;Olivier Martinez;838.0
I Am Number Four;Alex Pettyfer;15000.0
Syriana;Matt Damon;13000.0
13 Hours;Toby Stephens;769.0
The Book of Life;Channing Tatum;17000.0
Firewall;Jimmy Bennett;87000.0
Absolute Power;Clint Eastwood;16000.0
G.I. Jane;Viggo Mortensen;10000.0
The Game;Deborah Kara Unger;495.0
Silent Hill;Radha Mitchell;992.0
The Replacements;Keanu Reeves;18000.0
American Reunion;Alyson Hannigan;3000.0
The Negotiator;Kevin Spacey;18000.0
Into the Storm;Matt Walsh;490.0
Beverly Hills Cop III;Louis Lombardi;437.0
Gremlins 2: The New Batch;Christopher Lee;16000.0
The Judge;Robert Downey Jr.;21000.0
The Peacemaker;Armin Mueller-Stahl;294.0
Resident Evil: Apocalypse;Milla Jovovich;14000.0
Bridget Jones: The Edge of Reason;Colin Firth;14000.0
Out of Time;Denzel Washington;18000.0
On Deadly Ground;Mike Starr;854.0
The Adventures of Sharkboy and Lavagirl 3-D;Taylor Lautner;12000.0
The Beach;Leonardo DiCaprio;29000.0
Raising Helen;Amber Valletta;627.0
Ninja Assassin;Shô Kosugi;330.0
For Love of the Game;J.K. Simmons;24000.0
A Touch of Frost;David Jason;325.0
Striptease;Demi Moore;2000.0
Marmaduke;Emma Stone;15000.0
Hereafter;Matt Damon;13000.0
Murder by Numbers;Ryan Gosling;33000.0
Assassins;Muse Watson;45000.0
Hannibal Rising;Li Gong;879.0
The Story of Us;Bruce Willis;13000.0
The Host;J.D. Evermore;430.0
Basic;Connie Nielsen;933.0
Blood Work;Clint Eastwood;16000.0
The International;Naomi Watts;6000.0
Escape from L.A.;Steve Buscemi;12000.0
Twisted;Grey Damon;629.0
The Iron Giant;Vin Diesel;14000.0
The Life Aquatic with Steve Zissou;Bill Murray;13000.0
Free State of Jones;Matthew McConaughey;11000.0
The Life of David Gale;Kevin Spacey;18000.0
Man of the House;Christina Milian;1000.0
Run All Night;Liam Neeson;14000.0
Eastern Promises;Viggo Mortensen;10000.0
Into the Blue;Paul Walker;23000.0
The Messenger: The Story of Joan of Arc;Paul Brooke;51.0
Your Highness;Natalie Portman;20000.0
Dream House;Naomi Watts;6000.0
Mad City;Mia Kirshner;972.0
Baby's Day Out;Joe Mantegna;1000.0
The Scarlet Letter;Gary Oldman;10000.0
Fair Game;Naomi Watts;6000.0
Defiance;Julie Benz;3000.0
Domino;Ian Ziering;984.0
Jade;Michael Biehn;2000.0
Gamer;Gerard Butler;18000.0
Beautiful Creatures;Alden Ehrenreich;1000.0
Death to Smoochy;Robin Williams;49000.0
Zoolander 2;Milla Jovovich;14000.0
The Big Bounce;Morgan Freeman;11000.0
What Planet Are You From?;Judy Greer;2000.0
Drive Angry;Nicolas Cage;12000.0
Street Fighter: The Legend of Chun-Li;Chris Klein;841.0
The One;Jason Statham;26000.0
Outlander;Tobias Menzies;1000.0
The Adventures of Ford Fairlane;Lauren Holly;879.0
Pirate Radio;Philip Seymour Hoffman;22000.0
Traffic;Michael O'Neill;599.0
Indiana Jones and the Last Crusade;Harrison Ford;11000.0
Anna Karenina;Kelly Macdonald;2000.0
Chappie;Hugh Jackman;20000.0
The Bone Collector;Denzel Washington;18000.0
Panic Room;Kristen Stewart;17000.0
The Tooth Fairy;P.J. Soles;598.0
Three Kings;Judy Greer;2000.0
Child 44;Tom Hardy;27000.0
Rat Race;Corinna Harney;779.0
K-PAX;Kevin Spacey;18000.0
Kate & Leopold;Hugh Jackman;20000.0
Bedazzled;Brendan Fraser;3000.0
The Cotton Club;Nicolas Cage;12000.0
3:10 to Yuma;Christian Bale;23000.0
Taken 3;Liam Neeson;14000.0
Out of Sight;Don Cheadle;3000.0
The Cable Guy;Matthew Broderick;2000.0
Earth;Nandita Das;113.0
Dick Tracy;Charlie Korsmo;678.0
The Thomas Crown Affair;Mark Margolis;1000.0
Riding in Cars with Boys;Rosie Perez;919.0
First Blood;Sylvester Stallone;13000.0
Solaris;Donatas Banionis;29.0
Happily N'Ever After;Sarah Michelle Gellar;4000.0
Mary Reilly;Julia Roberts;8000.0
My Best Friend's Wedding;Julia Roberts;8000.0
America's Sweethearts;Julia Roberts;8000.0
Insomnia;Al Pacino;14000.0
Star Trek: First Contact;LeVar Burton;1000.0
Jonah Hex;Michael Fassbender;13000.0
Courage Under Fire;Denzel Washington;18000.0
Liar Liar;Maura Tierney;509.0
The Infiltrator;Joseph Gilgun;788.0
Inchon;Laurence Olivier;1000.0
The Flintstones;Jonathan Winters;924.0
Taken 2;Liam Neeson;14000.0
Scary Movie 3;Regina Hall;807.0
Miss Congeniality;Candice Bergen;545.0
Journey to the Center of the Earth;Josh Hutcherson;14000.0
The Princess Diaries 2: Royal Engagement;Anne Hathaway;11000.0
The Pelican Brief;Denzel Washington;18000.0
The Client;Bradley Whitford;821.0
The Bucket List;Morgan Freeman;11000.0
Patriot Games;Harrison Ford;11000.0
Monster-in-Law;Adam Scott;3000.0
Prisoners;Hugh Jackman;20000.0
Training Day;Denzel Washington;18000.0
Galaxy Quest;Alan Rickman;25000.0
Scary Movie 2;Natasha Lyonne;1000.0
The Muppets;Bill Cobbs;970.0
Blade;Sanaa Lathan;886.0
Coach Carter;Channing Tatum;17000.0
Changing Lanes;Sydney Pollack;521.0
Anaconda;Frank Welker;2000.0
Coyote Ugly;Adam Garcia;811.0
Love Actually;Colin Firth;14000.0
A Bug's Life;Kevin Spacey;18000.0
From Hell;Johnny Depp;40000.0
The Specialist;Sylvester Stallone;13000.0
Tin Cup;Don Johnson;982.0
Yours, Mine and Ours;Lucille Ball;6000.0
Kicking & Screaming;Josh Hutcherson;14000.0
The Hitchhiker's Guide to the Galaxy;Zooey Deschanel;11000.0
Fat Albert;Dania Ramirez;1000.0
Resident Evil: Extinction;Milla Jovovich;14000.0
Blended;Bella Thorne;35000.0
Last Holiday;LL Cool J;1000.0
The River Wild;Meryl Streep;11000.0
The Indian in the Cupboard;Steve Coogan;1000.0
Savages;Demián Bichir;749.0
Cellular;Richard Burgi;550.0
Johnny English;Kevin McNally;427.0
The Ant Bully;Nicolas Cage;12000.0
Dune;Virginia Madsen;913.0
Across the Universe;Jim Sturgess;5000.0
Revolutionary Road;Leonardo DiCaprio;29000.0
16 Blocks;Bruce Willis;13000.0
Babylon A.D.;Vin Diesel;14000.0
The Glimmer Man;Alexa PenaVega;2000.0
Multiplicity;John de Lancie;905.0
Aliens in the Attic;Malese Jow;1000.0
The Pledge;Costas Mandylor;723.0
The Producers;Jon Lovitz;11000.0
Dredd;Wood Harris;409.0
The Phantom;Cary-Hiroyuki Tagawa;1000.0
All the Pretty Horses;Matt Damon;13000.0
Nixon;Anthony Hopkins;12000.0
The Ghost Writer;Jim Belushi;854.0
Deep Rising;Djimon Hounsou;3000.0
Miracle at St. Anna;Joseph Gordon-Levitt;23000.0
Curse of the Golden Flower;Li Gong;879.0
Bangkok Dangerous;Nicolas Cage;12000.0
Big Trouble;Zooey Deschanel;11000.0
Love in the Time of Cholera;Marcela Mar;267.0
The Returned;Pierre Perrier;164.0
Shadow Conspiracy;Sam Waterston;849.0
Johnny English Reborn;Daniel Kaluuya;219.0
Foodfight!;Jerry Stiller;719.0
Argo;Clea DuVall;1000.0
The Fugitive;Harrison Ford;11000.0
The Bounty Hunter;Gerard Butler;18000.0
Sleepers;Robert De Niro;22000.0
Rambo: First Blood Part II;Sylvester Stallone;13000.0
The Juror;Joseph Gordon-Levitt;23000.0
Pinocchio;Mel Blanc;1000.0
Heaven's Gate;Jeff Bridges;12000.0
Underworld: Evolution;Sophia Myles;956.0
Victor Frankenstein;Daniel Radcliffe;11000.0
Finding Forrester;F. Murray Abraham;670.0
28 Days;Steve Buscemi;12000.0
Unleashed;Morgan Freeman;11000.0
The Sweetest Thing;Judith Chapman;44.0
The Firm;Tom Cruise;10000.0
Charlie St. Cloud;Augustus Prew;405.0
The Mechanic;Jason Statham;26000.0
21 Jump Street;Channing Tatum;17000.0
Notting Hill;Julia Roberts;8000.0
Chicken Run;Imelda Staunton;579.0
Along Came Polly;Philip Seymour Hoffman;22000.0
Boomerang;John Witherspoon;723.0
The Heat;Michael Rapaport;975.0
Cleopatra;Martin Landau;940.0
Here Comes the Boom;Salma Hayek;4000.0
High Crimes;Morgan Freeman;11000.0
The Mirror Has Two Faces;Jeff Bridges;12000.0
The Mothman Prophecies;Debra Messing;650.0
Brüno;Bono;468.0
Licence to Kill;Robert Davi;683.0
Red Riding Hood;Gary Oldman;10000.0
15 Minutes;Robert De Niro;22000.0
Super Mario Bros.;Bob Hoskins;5000.0
Lord of War;Nicolas Cage;12000.0
Hero;Jet Li;5000.0
One for the Money;Fisher Stevens;922.0
The Interview;James Franco;11000.0
The Warrior's Way;Tony Cox;624.0
McHale's Navy;Tim Conway;870.0
Micmacs;Omar Sy;1000.0
8 Mile;Mekhi Phifer;1000.0
Animal Kingdom: Let's go Ape;Jamel Debbouze;326.0
A Knight's Tale;Heath Ledger;13000.0
The Medallion;Julian Sands;687.0
The Sixth Sense;Bruce Willis;13000.0
